@relation TestTweets

@attribute calculatedScore {-1.0,1.0}
@attribute tweetText string

@data
1.0,'Had a wonderful workshop on Thursday at SAG office with Carol Nadell of Selective Casting. She is such a... http://t.co/lMvxPhsh'
-1.0,'How are you spending your Saturday night? I\'m currently sitting crying my eyes out to The Vow.'
1.0,'@LAALVEZZ I\'m bringing you a play to read on Monday. YOU\'LL READ IT AND LOVE IT. And Meryl Streep is going to be in the movie adaptation.'
1.0,'@IamDuffyBear We can\'t wait to see what the cast members at Capt. EO do when they see me tomorrow in my costume.'
-1.0,'Is this how David Miliband got into Oxford with bad grades? http://t.co/R0IA8ucz #BBCNews'
1.0,'Kasabian - Fast Fuse just came on shuffle on my iPod, definitely showing my excitement for @russellhoward on Tuesday!'
1.0,'Thank you St David for $7 parking on a home game Saturday. #aff2012'
1.0,'I like what I\'ve seen today in NNS race! We have us a 2nd groove with side by side, sometimes 3 wide on front stretch, racing! #NASCAR #fb'
1.0,'So glad I walked past the Girl Scout table today. It\'s a much better Saturday knowing I\'m one box of Thin Mints richer.'
1.0,'@Astrochologist anything. I wondered how the aspects btwn my sun/moon faired with my rising. I also have Venus in Sag...yea lol Thank u :)'
-1.0,'@KelBel_x0 1st and 10, ball on the WSH 34-yd line. Griffin back to pass, looks, moves around-HERE COMES JUSTIN TUCK and DOWN GOES RG3 :/'
1.0,'\"My Heart is Gold, my Twat is glass, c\'mon baby can\'t ya see?\" Yes..a glass twat..better known as a \"womb with a view\" ;D LOL!'
1.0,'SAG For Life: Stacey, April, Gabriel irieapril #mrandmrscheek happy wedding day Gabe! @ North Star Ballroom http://t.co/ywlcBEuN'
-1.0,'stop that my dude...\"@KButter5: dook football, even the sun shines on a dog\'s a$$ some days. #UNC\"'
1.0,'A university uniform in appreciating military veterans: He reunited after the game Saturday with Capt. Michael P... http://t.co/RbHZKRzb'
1.0,'Got a Jennifer Hudson inspired makeup look coming on Monday, excited for the turn out'
1.0,'@JimmieJohnson Do you expect tomorrow\'s last lap to be action-packed like today\'s NNS? A G-W-C would be interesting. #thrillingclimax'
1.0,'Mark Martin: Morning! *Yawn*\n\nGood weekend so far? \n\n\'Like\' this status if you\'re having a lazy Sunday or... http://t.co/3zaI1oSJ'
1.0,'I\'m excited for Riri\'s 7th studio album \"Unapologetic\" See the album cover: http://t.co/75sWc2pd'
1.0,'@ChestersShop This is one of my favourite things about Chesters, the pizza\'s taste fantastic! Alternative to a sunday lunch?'
1.0,'OK I guess I will go see Emmylou Harris play her album \'Wrecking Ball\' on Wednesday and so maybe you should also come: https://t.co/VhmF9mbl'
1.0,'@JanineTurner Yes thank you Janine!!  I saw Kelsey Grammer Wed night at SAG but didn\'t talk politics there.  Let\'s take Hollywood back!'
-1.0,'@llcoolj These people CANNOT know who Mick Jagger is...you ain\'t old, old skool maybe but c\'mon! Mick Jagger has a lot more years than you!'
1.0,'[$] BLACK FRIDAY BEST PRICE Underwater Case for the Following Olympus Evolt Digital SLR... http://t.co/icQ5WHBq'
1.0,'Now off for some hiking in the Black Forest ~ have a nice sunday! :)'
1.0,'Happy 11th Yr Preaching Anniversary to a mighty man of VALOR @pastorshaemun!! Excited about your next dimension!!! Love you!'
1.0,'Howay Newcastle beat the Mackems and then we can do them over next Tuesday! #NUFC #MFC'
-1.0,'Rudd rains on Abbott\'s parade: KEVIN Rudd may be trying to spoil Julia Gillard\'s party but yesterday he gate-cra... http://t.co/h8wJi814'
1.0,'@milleniumlady Taken sitting at the window of the St David\'s Hotel Cardiff Bay when Ian and I were celebrating our 25th Wedding Anniversary.'
1.0,'Watching Act of Valor. Looking forward to #ultimatfighterfridays next friday (: really think @ColtonSmithMMA has the contract in the bag'
-1.0,'#UMES followers don\'t forget, #umesvolleyball takes on Morgan State today at 3! Be there or be really bored cuz it\'s a Sunday. Your choice'
1.0,'@_Joe_Ross starting to think it may be Acta now, but having a guy like Hentgen would be great'
1.0,'@Talkmaster you need to go in February during Mardis Gras week.  No crowds, beautiful weather!'
1.0,'@AmmunitionDepot Good morning! Do you come up as North as Plant City for the shows? We will be at the Nov 17th show.'
-1.0,'Ron Jaworski said #12 is the 4th best rookie qb from this rookie class #WTH #wtf jaws is an idiot @JimIrsay @JMV1070'
1.0,'Hi, Memi!\nThanks for agreeing to lead at SAG!  Would you be available for a Sun., any Sun, in Dec rather  than Nov 4th?  I just learned  ...'
1.0,'@Kibsta91 Was at Barnet for Edgar Davids\' debut on Friday then FA Cup yesterday. Blog very nice, thanks. You had much feedback on the first?'
1.0,'@waffl3lif3 @keyvo33 ya for sure it\'s on 28th and Ost starts at 1043 but really not till 11 lol'
1.0,'Sunday means Eggs Benedict and Florentine at the Iguana! Another beautiful morning, come on out and enjoy the pool and 2 x 1 Bloody Marys!'
-1.0,'Pretty sure he\'s a smarty pants lawyer and not at all new to Christianity or Christmas for that matter. It\'s the 25th. #dumbass'
1.0,'@OliverLaaance Can\'t wait to see you guys tomorrow sa GT at SM Bacolod! :))'
1.0,'Oii @premierleague make Martin Atkinson referee for #CFC vs #MUFC clash on 28th. Thanks &lt;3'
1.0,'Tomorrow, the biggest name in music &amp; entertainment is on the show! And no it\'s not Ricky Martin. Who is it? Click - http://t.co/RJgsDgjQ'
1.0,'I am squeeing at the latest BioShock Infinite trailer, it may usurp the original\'s place in my top 5 games ever. @IGLevine is a genius.'
-1.0,'In case you forgot Panthers are horrible on defense. Pathetic. Ranked 27th against run and their top CB (Gamble) is out w/ injury. #Cowboys'
1.0,'Buzzing for the game against Derby at White Hart Lane next Saturday. #PUFC #UTP'
1.0,'Philly girls love going to Big Bangs, Kifs, Fat Tuesday, etc'
1.0,'Fuck yes the Girl Scouts just came to my door. And I may or may not have bought ten boxes of thin mints....'
1.0,'Sixteen Candles Down the Drain: Sunday Inspiration Post! http://t.co/xsDDIylg'
1.0,'@TwoGlovesGolf awesome round and congrats on your 1st tour victory! Enjoy the Ritz Carlton and Kapalua Plantation course...you\'ve earned it!'
1.0,'@LoveAdamsEyes Don\'t get me wrong I love Bruno Mars he is amazing but that Grammy should have went to Adam for Best Pop Vocal. I mean c\'mon!'
1.0,'Can it be February 26th already? http://t.co/Ubadzz8T Bioshock Infinite looks amazing.'
1.0,'@Roanmair You beat them 5-1 in the San Siro but Terry Henrys 3rd goal is world class. #NeverMindPires!'
1.0,'Come out and have some laughs with Me, Spartacus, and Max at Caroline\'s Comedy Club this Wednesday October 24th!... http://t.co/byrH1xy8'
-1.0,'No sir, I am not about to get on SPC for hiring Young Eli to go out there and entertain them white folks on a Monday night'
1.0,'Going to see @JohnCena and @CMPunk along with all the other @WWE superstars December 3rd in Greensboro NC :)'
-1.0,'@rosanne_89 Nooooooooo rosanne! They\'ve just restocked them and me going overseas Sunday means I can\'t afford them :\'('
-1.0,'as some of you may know, we have a fish tank &amp; this little guy is named Jeff Carter. sadly, i think he\'s dying http://t.co/3vCy2qZX'
-1.0,'as some of you may know we have a fish tank &amp; this little guy is named Jeff Carter. sadly, i think he\'s dying. http://t.co/Bhil5DXL'
1.0,'@Bryn2renner forget about Dook now we own that series anyways!  let\'s \"Beat State\" this saturday as we continue on to a succesful season.'
1.0,'Love this vid!! 1st time I\'ve seen it!--- jules explains it all - David Archuleta sings \"Nandito Ako.\" http://t.co/izoWmLoh via @youtube'
1.0,'Oh god, I want Bioshock Infinite right now. February is far, far too long to wait. http://t.co/GK143IVo'
1.0,'Incredible pass from Vick to Kyle Williams. Williams out jumps Carr in the end zone, 21-0 in 2nd.'
1.0,'Chick in my class said Flacco is the best QB in the league. 1- why is a chick talkin football. 2. I cant wait for class tomorrow lol'
1.0,'Amazing concert tonight with Jim White and the TCU Jazz Ensemble/Faculty Jazz Combo!  Don\'t miss tomorrow night... http://t.co/i9asnsET'
1.0,'Turns out Saturday\'s match at White Hart Lane was Ramires\' 100th for the club. That\'s a big milestone.'
-1.0,'The 4th album is on it\'s way and we didn\'t even get a tour for Unbroken... :( #AustraliaWantsDemi - Starting to think @ddlovato isn\'t coming'
1.0,'I still want that Birthday Cake remix that I wanted on Saturday...'
1.0,'Proper buzzing to watch The Vow with @_courtssx tomorrow;)'
1.0,'Right guys, last competition of the night... Like this status for a chance to win a copy of Judas Priest\'s 30th... http://t.co/TOjgeik1'
1.0,'Tomorrow, the Jimmy Donn \"Eastbound &amp; Down\" pre-order begins. Only 100 Pre-Orders will be available. And it\'s a pretty sick combo pack!'
1.0,'Going to the GRAMMYS First entertainment law breakfast here in NYC tomorrow! I\'m so excited. One step closer...'
-1.0,'The Lorax is one of the stupidest animated movies I\'ve ever sat through. I wasted a nap for this?'
-1.0,'Danica Patrick let her temper get the best of her Sunday and knocked herself out of NASCAR race http://t.co/ziT7wf95'
-1.0,'The Brits don\'t need US-style debates. They debate every Wednesday. Then again, the UK parties don\'t have to work together. Usually #pmq'
-1.0,'Uh oh..just turned on Cardinals game...1st thing I see State Farm commercial with Kerry Wood..not a good sign for #Cardinals'
1.0,'@TheFalcoholic Why. Do you really want the Falcons to go to Chicago in Jan for the NFC Championship game. GO LIONS.'
1.0,'Great seeing u. I\'m host of Google+ Hangout #RomneyRally Wednesday of u want invite let me know #lynndebate @teachpr'
1.0,'Gabe Carimi called for his 2nd holding and 3rd in 2 games. But got lucky with offsetting calls. Its his first time facing DE Cliff Avril.'
-1.0,'I may do a 30-mile bike ride for the Giants on weds cause you know Caltrain is going to suck more than the Cardinals.'
-1.0,'Shit\'s going down this Sat. at Neighborhood Theatre #DROP!THARD'
1.0,'This Friday we celebrate/mock the love of Avril and Chad. https://t.co/BzaPx4Di'
1.0,'@andiweimann i hope you start on Saturday , no coincidence our best performances of the season Vs Swansea &amp; NUFC you started. #AVFC #UTV'
1.0,'Who is ready to party with us, March Fourth Marching Band, and MTHDS this Saturday night at the Gothic Theatre?... http://t.co/wTfZtEMq'
1.0,'@Cerullean, thnx for the follow! The Chronicles of Jan sound hilarious! Love the tribe of Periscopes. Very Douglas Adams.'
-1.0,'I can\'t forgive Farrackhan for the Malcolm X thing. And ninjas ain\'t done sht since the million ninjas march...name one thing.where the$'
1.0,'looking forward to the judd apatow guest edited issue of Vanity Fair in January. Expecting lots of Lena Dunham, Paul Rudd, Leslie Mann, etc.'
1.0,'Babysitting all day tonight... blahhh.. but cant wait for Friday!! Club Pulse baby!!!! Whoot Whoot!!!!'
1.0,'Saturday 27/10/12\nRegal in session with The Big Tunes Crew @ the Iguana Reading more niceness to keep ya skanking hard.'
-1.0,'@Vinto316 @happymonkeyshoe Id lost interest in Bioshock Infinite with delays etc. I think I may be drawn back in a bit: http://t.co/h1PF5eYN'
1.0,'@TeamStradley mines personal thinking Tebow is better then Flacco. I don\'t care how bad he played Sunday'
1.0,'Just wrote a great song with Mitch Daniels! Really looking forward to performing it with him on Thursday! :)'
1.0,'Me; \'ill bring your birthday card in on Friday\'\nKane; \'aw really? It\'s the thought that counts I\'d prefer a tv\'\nTwat'
1.0,'Don\'t forget, Wednesday night is the weekly Amateur contest at Showgirls in Plant City. Come see me emcee! $300 cash prizes.'
1.0,'#Pacers extend their biggest lead of the game with a Paul George jumper. Up 10 pts, 48-38, with 2:03 left 1st half!'
1.0,'Watching The Grey with Liam Neeson. One of my twitter friends recommend. And it\'s really good. Thanks for Tuesday night\'s entertainment.'
1.0,'#stAte is giving #ULOL the business...long pass play from Aplin to Jones - Red Wolves up 20-0 2nd Q #SunBelt'
-1.0,'Last day of BCA tomorrow. -Lori of off say yes to dress has breast cancer. :('
1.0,'Happy Bday Big Boss!!!! @ChelseaIndo Happy Birthday Roman Abramovich (24 October 1966) Wish you all the best :)) #CFC http://t.co/dN9a07Rb'
1.0,'Happy birthday Roman Abramovich (24 October 1966) &gt;&gt; Keep the blue flag flying high &lt;3'
1.0,'I love you too RiRi! Can\'t wait for Friday! &lt;3'
1.0,'@alfredoflores follow @amandawanxo , find her on NOVEMBER 26. meet her. she\'ll be at the bell center by 4:00pm ITS HER DREAM 2 MEET U!!90'
1.0,'Happy 17th to HRT! We love you!!! @ Shan &amp; T-Bone\'s http://t.co/NSmZQTnI'
1.0,'@tombraider I\'m awake! I love the cover of the new Tomb Raider! Can\'t wait till March 5th!'
1.0,'@LukePlunkett I agree with you re: Tomb Raider box art. May be an encouraging sign? Too early to tell. But still, classy.'
1.0,'@MZHemingway True fact: Christianity based on a Man who wins by DYING. We call the day of His death Good Friday.'
1.0,'@WightCarTipper It is a bit crappy but looking better for the weekend - SJP says cold but sunny for Saturday\'s trekking :-)'
1.0,'@BenStanners it looks better as the NUFC fans are now in 2nd tier so I can\'t see them... It looks like he\'s just goading the SUFC fans!'
1.0,'#Argo is set to receive Best Film, Director and Writing noms at the Oscars, at the very least. And may be, art direction.'
1.0,'Happy Birthday to Roman Abramovich the man who made everything possible, I hope we\'ll give him his present on the 28th. \n\n#CFC'
1.0,'Happy birthday Roman Abramovich. Treat yourself to a nice present in January. I think Radamel Falcao would fit the bill nicely.'
1.0,'Tune in tomorrow for a brand new KENA PLUCK!!!! This one is good! Also, Michelle Chong brings \'Almost Famous\' to the OSCARS!!!!!!!!!!!!!!!!!'
-1.0,'I may go off the grid till 11/7. \"Christians\" keep driving me further from Christianity. Pregnancy after rape is science, not \"God\'s will.\"'
1.0,'We\'re excited about our CineMonkeys session before the Lorax next Wed 31st - perfect half term entertainment! CM @ 12.30pm, Lorax at 1.30pm'
1.0,'@flergh @JiklopDave Well aren\'t you good!  Happy anniversary. May many owls serenade you with Ricky Martin songs.'
1.0,'Andre Villas-Boas talking like there may actually be some truth to the stories about Adebayor wanting to leave :\'\'\'\'\'\'\'). Great signing.'
1.0,'Here\'s a great Bioshock Infinite trailer for those of you that need a tease while waiting for it\'s February... http://t.co/27u1Felh'
1.0,'da 1st chinese song ever that interests me ^ ^ --&gt; http://t.co/TnDnBgyt .. this is OST for drama In Time With You,n the drama was good! :)'
1.0,'@BigTexassChan I fux wit yo 3rd choice but Gifted Hands (the Ben Carson story) and Alex Haley\'s autobiography of Malcolm X my top 2'
-1.0,'Google Wallet is coming to MetroPCS, so now you won\'t need to sign a contract to have your identity stolen. More jokes: http://t.co/oyPF2YTw'
1.0,'@T_yeon9 eonni!!! please win the MAMA award for OST! Fighting! and take care, i want to see you on Jan 19... an ordinary fan from somewhere!'
1.0,'I need a nice can because I want to play Penny Can on Saturday. This is a real problem. Cougar Town just made me love this game. Haha.'
-1.0,'Not sure what im going to be for halloween yet. Sun Shine is just too obvious, Larry Bird is the front runner as of right now.'
-1.0,'NFL Commissioner Roger Goodell says he may cancel the Pro Bowl: http://t.co/XXsEiykQ Would you care if there was no Pro Bowl?'
-1.0,'@EBGamesCanada may I have an industrial revolution code for my pre-order of Bioshock Infinite? I got one from the store but cant redeem.'
1.0,'@JosephD828 Ha!  Dont panic on All-star game just yet.  Could be still in play. Tomorrow is the day to worry about that.'
1.0,'Red Wolves hoops picked to finish second in their Sun Belt division. I want to believe. I want to believe. I want to believe.'
1.0,'Whoop Whoop it is Kids Eat Free Wednesday!! Swing into O\'Briens Irish Pub | Plant City, tonight for Kids Eat free... http://t.co/tFTmBaUr'
-1.0,'@Sean_Bridge no don\'t! I have to fit into a Tomb Raider costume next Wednesday! Save it for the #cakecrawl!'
1.0,'@allimartens haha dude it was mental, by far easiest defensive driving course created. Yeah i heard thalia and caroline are coming thursday!'
-1.0,'Tomorrow October 25 Il Divo is presented in the valence Forum here in Venezuela! And I\'m not going Hahaha'
1.0,'4th Album out #RED, #20MillionSwifties, 6 Grammy Awards, 10 AMAs, 13 BMI Awards! Reigning Entertainer of the Year ACM!  #6YearsTaylorSwift'
-1.0,'I\'ve been on TV a few times now. Still waiting for the call from ITV about Dancing On Ice though. Starting to think I may be TOO famous.'
1.0,'Don\'t forget to see \'The Exorcist\' at the Fox Theatre on Tuesday! There\'s nothing like seeing it on the big screen. http://t.co/7PQG8c0d'
-1.0,'@ugus_sacks Or SJP\'s evil twin who\'s plotting to put out the sun.'
1.0,'Oh lordy, a hilarious night of dressing up as Jackie O and Nelson. Godamn it, its only Wednesday'
1.0,'Tennessee Tech\'s Steve Payne says Murray State does things the right way - Oct 24 @ 6:47 PM ET http://t.co/RjYCaSmv'
-1.0,'Machine Gun Kelly Concert On the 30th!! Me &amp; @LSTREETZ Bout 2 shut this bitch down!'
1.0,'@Greeneye_6 Thank you! I will see you tomorrow for more Uncharted banging and Tomb Raider talk :D'
1.0,'Love Billy Crystal introducing the 1st game of the World Series.'
1.0,'Do Remember THIS Saturday 10/27 tho.. It\'s A Celebration. We just tryna have a good time. @mikejrga beed http://t.co/yMI1RV4f'
-1.0,'Ecuador worried about Assange\'s health - Ecuador says it is concerned about the health of the Wikileaks founder, Jul... http://t.co/hIsB8WVg'
1.0,'Brook Lopez the 2nd best offensive center in the NBA he not ass'
-1.0,'\"How many continents was The Challenge filmed on?\" \"21?\" okay, what did you fail 2nd grade?'
1.0,'@PatMessenger great choices!!! I went to Olympic park too, but if you\'re just there for the weekend, that may be pushin it!'
1.0,'@alfredoflores follow @amandawanxo and meet her on NOVEMBER 26. she deserves to meet you,crew &amp; justin. She\'ll be at the bell center at 4!.'
1.0,'@Serious_Sound yeah that\'s wha I\'m doing tomorrow. Your topic seems interesting as fuck. Lol my shit is on Malcolm X. But ima just'
-1.0,'okay tomorrow is hell day. can\'t wait to get in my car and drive home as fast as humanly possible. call me danica patrick, if you must'
1.0,'Who wants to go to a haunted house with me on Friday only 12$ with college ID!!!'
1.0,'Happy Valentine\'s Day, Artemis\nYou remembered.\nCome on! What kind of jerk would I be if I forgot Valentine\'s Day?For the 5th year in a row?'
1.0,'Really looking forward to the Passion 4 Pink event tomorrow night at Medusa in Brownsville. It\'s perfect for a... http://t.co/g9GQrLaE'
1.0,'@KROQnK9s You are talking to a Wiener National Pro! My dog Kramer was 2nd fastest wiener in the west. He even had a show on Animal Planet!'
1.0,'MAYHEM!!  \nLIVE in the mix Tomorrow Thursday Night Oct 25 at Warehouse 29 in Greensboro NC!!!!\nBe There! http://t.co/qjNJsknp'
1.0,'FYI - the ridiculously adorable ladybug Larry Bird gives his 1st piece of candy to is our producer/ director Chris Koch\'s gorgeous daughter!'
1.0,'Could be one of the greatest nights of my life Carmelo Anthony winked &amp; acknowledged me twice and sat 2 rows back at the Knicks game! #CA7'
-1.0,'Valor is official screwed tomorrow.. Audis and BMWs aren\'t good in the snow.... #ValorProblems #richkidproblems #letsgetoursecondcarsout'
1.0,'@JordyGenevieve hahaha shut up Cupid! Yeah hopefully it does go good and Saturday and every other day!'
-1.0,'Axl Rose is trending worldwide just because he sat his butt on a chair to talk on live tv and drink water out of a mug. Bow down, peasants.'
-1.0,'I\'m listening to the a capellas of The 2nd Law and appreciating how bad ass Bellamy is. Not that I didn\'t already know from his other albums'
1.0,'@JBAConsulting We had great set of talks &amp; tour of the new lock &amp; water recycling plant yesterday at Olympic Park. The sun even came out!'
-1.0,'@Desdemonaous The sun does not rise in the same constellation as your zodiac anymore. There has been a shift. Astrology is a myth.'
1.0,'Fucking stoked to hang out with my girl Thalia tomorrow night. Haven\'t seen her in ages.'
1.0,'Watching last night\'s #redeye - the @Gavin_McInnes hipster may just be the greatest character since Stevie on Eastbound &amp; Down!'
1.0,'Noel Gallagher tomorrow.. can\'t wait to see the legend!!!!!'
1.0,'The beauty of SUN News! SUN TV bagging IPL contract is a breaking news on #NDTV while SUN News is busy talking about Jayalalithaa! #TN'
-1.0,'@muterundumo good argument, however ITS A GAMBLE that won\'t pay off, worse still I think the constitution has a deadline of Dec 4th'
1.0,'Bust it Baby by Plies feat Ne-Yo was my ishhh all 8th grade year! Reminds me of my ex.... In a good way. One of the best years'
1.0,'State farm may have the discount double check but thanks to my wife I have the hotel room triple check   No socks left behind'
1.0,'This goes way too fast :O Its been already a year that I saw Avril Lavigne in concert &lt;3 October 25 2011, one of the best day of my life :D'
1.0,'gonna meet the cast of Spartacus on the 7th! I am too excited!'
1.0,'Off out for the afternoon to visit all our referring dentists in the Bethnal Green area. Got a day off tomorrow so have a great weekend all.'
1.0,'Our 3rd winner who\'s won himself an exciting couple invite for the #DivasofRock at Vivanta by Taj - Blue Diamond, Pune is @patnisiddharth !'
-1.0,'Born in February close to Valentines. Through all the heart pains I still look for Love guess Imma always b crazy'
-1.0,'@RaggyRach next Wednesday going to the Disney one. No chance Avril will go to the universal night #wimp'
1.0,'Looking forward to preaching at Plant City\'s First Baptist Sunday @ 6:30pm. New City Church will be baptizing 2 into the Kingdom. Praise God'
-1.0,'IEBC warns it will revert to manual voter registration if BVR kits delay, says poll timetable may change.'
1.0,'Infinite\'s last date of their Japan Arena tour is on the 22nd of November. Lucky fans, they get to be with Dongwoo on his birthday.'
1.0,'Tomorrow is a good day to listen to LAMB OF GOD. HAHAHAHA.'
1.0,'I love the \"on time\" part=&gt; @EW: Axl Rose shows up on time, gives Jimmy Kimmel 1st live TV interview in 20 years http://t.co/fhUvLtlj'
1.0,'Was thinking of Harry Redknapp for the @blackburnrovers job for the past few days now. Would be an absolute coup! C\'mon Shebby!'
1.0,'Listen in Hour 2 for an expansive interview with poet Frank X. Walker who present his works at Murray State on November 1.  #soundsgood'
1.0,'Morgan State &amp; Hampton Univ go head to head at the #NYULClassic on Nov 17 @ Yankee Stadium! @hbcu, we\'d love to see you there!'
1.0,'Campbell must feel like he\'s won the lottery tonight. Sat in SJP, on a European night, with Krul, Coloccini, Cabaye, Ben Arfa, Ba and Shola.'
1.0,'Gamble landed at Ludlow with our first @Betrescue selection Hold Court winning at 13-8 from 9-2. Super Duty ran well in 2nd and will be'
-1.0,'Axl Rose needs to just give up. Now. Not later, not soon, not tomorrow. NOW!'
1.0,'@King24George I\'m excited to get my Paul George jersey signed by you Sunday at the fan jam!'
1.0,'Remember Cupid at Convo last year with the bomb candy bar?? If you liked that, you\'ll LOVE next Tuesday\'s Tr http://t.co/af9hu4pU'
1.0,'\"@Women_Of_Christ: Jesus died for you, knowing you might never love Him back. THAT is true love.\" Try wed night game at SJP in jan true love'
1.0,'First time listing to Red: \"Does this diva think she\'s Avril Lavigne?\"\n2nd - 54th time: can\'t.stop.listening.'
1.0,'@applelotte0 absolutely nothing will, they will be best friends forever :\') when they won the NTA award for the 10th year that has to be....'
1.0,'Salsa Sundays just don\'t stop! Join your favorite Lady DJ Ms. Mar Y Soul this Sunday at Iguana for an evening of... http://t.co/DJBV3EAU'
1.0,'As Port Charles struggles to come to grips with Jason\'s disappearance...a shocking return!  Tomorrow\'s episode is can\'t miss!  Watch #GH!'
1.0,'Good win for NUFC. Nine changes to Sunday\'s team and still doing well. Got to keep this going now. #nufc'
-1.0,'@BradGagnon That would kill me...I\'m going to go live in Siberia so I don\'t get hives every time the sun comes out..'
1.0,'10th grade I said Nipsey Hussle the best rapper out. Everybody was like hell naw then when the marathon came out everybody was on his nuts'
1.0,'Is that lady in the 1st scene of WANDERLUST w/ Jennifer Aniston &amp; Paul Rudd the lady from Mel\'s Diner? If so, I am so happy to see her.'
1.0,'BRIEF-Clearwire says has enough funding to last it until end Q3 2013: Oct 25 (Reuters) - Clearwire Corp :\n * Say... http://t.co/TEvQt5d5'
1.0,'@surface @microsoftstore #Surface the Florida Mall, Orlando, FL is the closest $MSFT store to me. ;-) can\'t wait to be there tomorrow!'
-1.0,'And Tampa does run a version of the option pass that WSH killed us on.  RGlll to Davis may just be replicated.'
-1.0,'Ian going to the game , that\'s a waste of money because Rosedale gone demolish us 1st Quater #FACT'
1.0,'Driving west towards Banff as the sun sets on the mountains. It\'s comforting to see those hills again. Home http://t.co/T0z2RX1U'
1.0,'As of 2nite it goes down at Big Bangs..15th and Arch st..10-2am...crazy drink specials and more....Music by http://t.co/zpE60bRX'
1.0,'Dee Dee Ramone\'s exhibition of visual work opens tomorrow! Dee Dee &amp; Shepard Fairey prints for sale at the opening! FRIDAY 8PM-11PM'
1.0,'So its supposed to be in the 30s Sat night in Natchitoches!! @DeezyBaby504 @Smcclain11 better be lucky I love them!! #missyallboyz #itscold'
1.0,'Friday - Dracula time again at the Leicester Square Theatre at 7.00pm. Not doink anysing? Come and join Van Helsing! Yes! It is I!'
1.0,'Gotta hold down a dub for that Flatbush Zombies show on the 1st. Throw a blunt on stage or sumn.'
1.0,'#Commit2Mitt Bus Tour stops: Avon Lake, Fairview Park, Mentor, Chardon &amp; Kent.  Hope to see you there tomorrow! http://t.co/HgUpui1v'
1.0,'@chefelf1 i like those too1  I love old movies 30s &amp; 40s I was 9 living on Okinawa the 1st time I saw It Happened 1 nite on AFT'
1.0,'Thursday Night Football:Tampa Bay Buccaneers V Minnesota Vikings ...: Vimeo is the home for high-quality videos ... http://t.co/b5IJeryN'
1.0,'Btw come rock with us on sat in Covina. Ill be in costume. Wear yours as well so I don\'t feel like in 12z http://t.co/xsAdYZba'
1.0,'5 page paper due tomorrow and what am I doing with my time? Watching the Animal Planet. #weeeeeee'
-1.0,'@moomnaliaqat no problem! BOI YOU BEST BE AT RIM TOMORROW lol there is like no one going to rim.. and LOL I really dont wanna go to school..'
1.0,'Iguana in the desert. No shade. The sun is high in the sky.\nHe can handle it. Don\'t bet against him.'
1.0,'Like a good neighbor State Farm is there, with an alarm clock that\'ll actually wake me up tomorrow.'
1.0,'so EXO-M is going to Nanjing tomorrow okay can'
1.0,'Many rumours floating about that Harry Redknapp may be interested in the Blackburn job? What do you all think?'
1.0,'@indomienoodlez \nMay Allah grants us all our HRt desires n make us better prsns than the yrs before'
1.0,'Hello man in pointy, multicoloured, snake skin cowboy boots, a suit and Axl Rose\'s hair, you\'ve made my Friday heart even happier.'
-1.0,'@_Maleven one last push Sunday, and most of them will have a weeks not playing cos of the cup game midweek before NUFC. I never make .....'
1.0,'@killerjayify lol thats dedication :) mind you I have paid for Bioshock Infinite in June and thats not out till Feb lol'
-1.0,'Dr Jan Radio 2uE tonight with David Oldfield re  Kevin Rudd\'s sad loss of family cat. Pets deserve honouring cos they love  unconditionally.'
-1.0,'Real Madrid coach Jose Mourinho faces further selection dilemmas ahead of Sunday\'s La Liga trip to Real Mallorca, with Sami Khedi...  #fb'
1.0,'@colin_kazim08 I would really love to get a PS Vita. My sisters 16th is coming soon and she would be overjoyed if she gets one. #CKRComp'
1.0,'Harry Redknapp 2nd favourite at 7/4 to be next blackburn boss!! venkys please make this happen!!!! #makeredknapparover'
1.0,'@giruaro silly string / silly season. love an owl story. fancy watching the football in Bethnal Green on Sunday..?'
-1.0,'Netanyahu\'s new alliance with Lieberman may  not mean an automatic win in the election. http://t.co/wwel4FfJ'
1.0,'Ladies will have a free day tomorrow.\nHope they enjoy rest of their time in Okinawa. #miss2012'
1.0,'Text from my dad: \"you like Charles Dickens\" 1) obvs looking at my amazon wish list (too late for Sunday) 2) why th surprise?!'
1.0,'It appears Douglas Adams may have right about telephone sanitisers all along. http://t.co/fmCLLYp9'
1.0,'even though there is rampage tonight, a gig tomorrow the best thing about my weekend will be seeing @nikkitopping #loveyou'
1.0,'\"AllenCarlanz: @MyrtleGail will be on Sarah G Live this Sunday. Don`t forget to watch :3. She will have her first ever duet with Sarah G. :P'
1.0,'with the Wikileaks releases yesterday, it\'s only gonna help 3rd party candidates make an impact in the election.'
1.0,'Actually the only things that survive would be cockroaches, Twinkees and Keith Richards. Happy Friday! http://t.co/gRRQUiWh'
-1.0,'@shoehorn79 can\'t open the link, is it ferry Corsten in December?'
-1.0,'@bpshow  bill,  Murdoch may have apologize for saying what he said but he hasn\'t changed his view on the matter.'
-1.0,'Even our power point in TOK didn\'t want to do anything today, so it changed the language. #Friday #TOKadventures http://t.co/uLo1SVP5'
1.0,'On Sunday please watch Sarah G Live, one of Myrtle`s dream will come true - together with Melai, Myrtle will having a song number with sarah'
1.0,'World Bank praises electricity access improvements in Malaysia http://t.co/dMdivOWx from previous 59th now it is 28th in position #BNbagus'
